,Name,Year,Location,Coordinates
7096,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7097,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7098,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7099,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7100,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7101,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7102,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7103,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7104,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7105,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7106,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7107,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7108,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7109,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7110,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7111,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7112,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7113,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7114,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7115,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7116,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7117,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7118,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7119,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7120,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7121,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7122,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7123,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7124,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7125,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7126,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7127,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7128,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7129,"""A Man Called Shenandoah""",1965,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","(34.0211224, -118.396466)"
7130,"""A Man Called Sloane""",1979,"The Lot - 1041 N. Formosa Avenue, West Hollywood, California, USA","(34.0923014, -118.3692894)"
7131,"""A Man Dies""",1964,"Royal Albert Hall, South Kensington, London, England, UK","(51.5014936, -0.182007)"
7132,"""A Man Walks Into a Bar""",2014,"College Park, Maryland, USA","(38.99203005, -76.94610290199051)"
7133,"""A Many Splintered Thing""",2000,"Stansted Airport, Essex, England, UK","(51.8899889, 0.26150702197225434)"
7134,"""A Many Splintered Thing""",2000,"Columbia Road, London, England, UK","(51.5283108, -0.0726663)"
7135,"""A Many Splintered Thing""",2000,"Stansted Airport, Essex, England, UK","(51.8899889, 0.26150702197225434)"
7136,"""A Marquesa de Vila Rica""",1991,"Lisbon, Portugal","(38.7077507, -9.1365919)"
7137,"""A Matter of Opinion""",2016,"Los Angeles, California, USA","(34.0536909, -118.242766)"
7138,"""A Midsemester Night's Dream""",2014,"Nashville, Tennessee, USA","(36.1622767, -86.7742984)"
7139,"""A Midsemester Night's Dream""",2014,"Nashville, Tennessee, USA","(36.1622767, -86.7742984)"
7140,"""A Midsemester Night's Dream""",2014,"Nashville, Tennessee, USA","(36.1622767, -86.7742984)"
7141,"""A Mind to Kill""",1994,"Wales, UK","(52.2928116, -3.73893)"
7142,"""A Minha Famlia""",2009,"Lisbon, Portugal","(38.7077507, -9.1365919)"
7143,"""A Minority Report""",2013,"New York City, New York, USA","(40.7127281, -74.0060152)"
7144,"""A Minority Report""",2013,"Los Angeles, California, USA","(34.0536909, -118.242766)"
7145,"""A Minute with Stan Hooper""",2003,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA","(34.0980031, -118.329523)"
7146,"""A Mission""",2016,"Ocean Springs, Mississippi, USA","(30.4112904, -88.8279165)"
7147,"""A Moody Christmas""",2012,"Sydney, New South Wales, Australia","(-33.8548157, 151.2164539)"
7148,"""A Mother's Son""",2012,"England, UK","(52.5310214, -1.2649062)"
7149,"""A Mother's Son""",2012,"Kings Langley, Hertfordshire, England, UK","(51.7135573, -0.4503027)"
7150,"""A Mother's Son""",2012,"Southwold, Suffolk, England, UK","(52.3266586, 1.6794539)"
7151,"""A Mother's Son""",2012,"England, UK","(52.5310214, -1.2649062)"
7152,"""A Mother's Son""",2012,"Kings Langley, Hertfordshire, England, UK","(51.7135573, -0.4503027)"
7153,"""A Mother's Son""",2012,"Southwold, Suffolk, England, UK","(52.3266586, 1.6794539)"
7154,"""A Mother's Son""",2012,"England, UK","(52.5310214, -1.2649062)"
7155,"""A Mulher do Sr. Ministro""",1994,"Teatro Vasco Santana, Portugal","(40.0332629, -7.8896263)"
7156,"""A Muralha""",2000,"Ubatuba, So Paulo, Brazil","(-23.433162, -45.083415)"
7157,"""A Mquina de Lavar Pratos""",2007,Portugal,"(40.0332629, -7.8896263)"
7158,"""A Nation in Reserve""",2009,Israel,"(31.5313113, 34.8667654)"
7159,"""A Nero Wolfe Mystery""",2000,"New York City, New York, USA","(40.7127281, -74.0060152)"
7160,"""A Nero Wolfe Mystery""",2000,"Parkwood Estate, Oshawa, Ontario, Canada","(43.904216149999996, -78.867903675)"
7161,"""A Nero Wolfe Mystery""",2000,"Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
7162,"""A Nero Wolfe Mystery""",2000,"Spadina House - 285 Spadina Road, Toronto, Ontario, Canada","(43.679018049999996, -79.40811569159052)"
7163,"""A Nero Wolfe Mystery""",2000,"Colborne Lodge, Toronto, Ontario, Canada","(43.6403622, -79.459996)"
7164,"""A Nero Wolfe Mystery""",2000,Canada,"(61.0666922, -107.991707)"
7165,"""A New York Love Affair""",2013,"New York City, New York, USA","(40.7127281, -74.0060152)"
7166,"""A Night at the Classic""",2010,"323 Queen Street, Auckland, New Zealand","(-36.8537694, 174.7630376)"
7167,"""A Night at the Classic""",2010,"The Classic, Auckland, New Zealand","(-36.8537537, 174.7630486)"
7168,"""A Nivel""",1992,"Canal 6, Santo Domingo, Dominican Republic","(18.4747169, -70.0009326)"
7169,"""A Outra Face da Lua""",2000,"Lisbon, Portugal","(38.7077507, -9.1365919)"
7170,"""A Outra""",2008,"Vila Flor, Portugal","(41.3067941, -7.1517712)"
7171,"""A Outra""",2008,"Carrazeda de Ansies, Portugal","(40.0332629, -7.8896263)"
7172,"""A Outra""",2008,"Lisbon, Portugal","(38.7077507, -9.1365919)"
7173,"""A Outra""",2008,"Macedo de Cavaleiros, Portugal","(41.5362124, -6.9560267)"
7174,"""A Outra""",2008,"Maputo, Mozambique","(-25.966213, 32.56745)"
7175,"""A Outra""",2008,"Mirandela, Portugal","(41.489615, -7.1774792)"
7176,"""A Outra""",2008,"Aeroporto, Lisbon, Portugal","(38.768620850000005, -9.128247856220423)"
7177,"""A Parcel of Rogues""",1998,"Scotland, UK","(56.7861112, -4.1140518)"
7178,"""A Parcel of Rogues""",1998,"Westminster, London, England, UK","(51.5004439, -0.1265398)"
7179,"""A Parliament of Souls""",1994,"Blackstone Hotel - 636 S. Michigan Avenue, Downtown, Chicago, Illinois, USA","(41.8789625, -87.64210842396537)"
7180,"""A Passion 4Fashion TV""",2009,"Boston, Massachusetts, USA","(42.3602534, -71.0582912)"
7181,"""A Passion 4Fashion TV""",2009,"New York City, New York, USA","(40.7127281, -74.0060152)"
7182,"""A Passion 4Fashion TV""",2009,"Los Angeles, California, USA","(34.0536909, -118.242766)"
7183,"""A Passion 4Fashion TV""",2009,"Miami, Florida, USA","(25.7741728, -80.19362)"
7184,"""A Passionate Woman""",2010,"Hyde Terrace, Woodhouse, Leeds, West Yorkshire, England, UK","(53.8034192, -1.5573185)"
7185,"""A Passionate Woman""",2010,"Roundhay Park, Oakwood, Leeds, West Yorkshire, England, UK","(53.83935115, -1.497842226246795)"
7186,"""A Passionate Woman""",2010,"The King's Hall, Station Road, Ilkley, West Yorkshire, England, UK","(53.9242894, -1.8198323)"
7187,"""A Passionate Woman""",2010,"Chapel Allerton, Leeds, West Yorkshire, England, UK","(53.8290348, -1.5383224)"
7188,"""A Passionate Woman""",2010,"Hyde Park Picture House, Brudenell Road, Leeds, West Yorkshire, England, UK","(53.812058300000004, -1.5694212273427488)"
7189,"""A Passionate Woman""",2010,"Roundhay Park, Oakwood, Leeds, West Yorkshire, England, UK","(53.83935115, -1.497842226246795)"
7190,"""A Path to Honor""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
7191,"""A Pedra do Reino""",2007,"Tapero, Paraba, Brazil","(-7.1219366, -36.7246845)"
7192,"""A Perfect State""",1997,"Wivenhoe, Essex, England, UK","(51.8674915, 0.9627477)"
7193,"""A Place Among the Undead""",2016,"Los Angeles, California, USA","(34.0536909, -118.242766)"
7194,"""A Place Among the Undead""",2016,"London, England, UK","(51.5073219, -0.1276474)"
7195,"""A Place Among the Undead""",2016,"New Orleans, Louisiana, USA","(29.9759983, -90.0782127)"
7196,"""A Place Among the Undead""",2016,"Santa Clarita, California, USA","(34.3916641, -118.542586)"
7197,"""A Place by the Sea""",2004,"Bristol, England, UK","(51.4538022, -2.5972985)"
7198,"""A Place by the Sea""",2004,"Dundee, Scotland, UK","(56.4605938, -2.97019)"
7199,"""A Place by the Sea""",2004,"Filey, North Yorkshire, England, UK","(54.20074315, -0.291968012647517)"
7200,"""A Place by the Sea""",2004,"Lyme Regis, Dorset, England, UK","(50.7361334, -2.9317343744389417)"
7201,"""A Place by the Sea""",2004,"Montrose, Angus, Scotland, UK","(56.7114295, -2.4681544)"
7202,"""A Place by the Sea""",2004,"Scarborough, North Yorkshire, England, UK","(54.2820009, -0.4011868)"
7203,"""A Place by the Sea""",2004,"Sidmouth, Devon, England, UK","(50.717217250000004, -3.216432163261909)"
7204,"""A Place by the Sea""",2004,"Stonehaven, Aberdeenshire, Scotland, UK","(56.9640234, -2.2087993)"
7205,"""A Place by the Sea""",2004,"Whitby, North Yorkshire, England, UK","(54.47997505, -0.6242561969485891)"
7206,"""A Place in France""",2002,"Laurac, Aude, France","(43.2279101, 1.9751799)"
7207,"""A Place in Greece""",2004,"Crete, Greece","(35.308495199999996, 24.46334231842296)"
7208,"""A Place in Slovakia""",2005,Slovakia,"(48.7411522, 19.4528646)"
7209,"""A Place in Spain: Costa Chaos""",2007,"Barcelona, Catalonia, Spain","(41.3828939, 2.1774322)"
7210,"""A Place in Spain: Costa Chaos""",2007,"London, England, UK","(51.5073219, -0.1276474)"
7211,"""A Place in the Sun""",1998,"Aspen, Colorado, USA","(39.1911128, -106.8235606)"
7212,"""A Place in the Sun""",1998,"Carlsbad, California, USA","(33.1580933, -117.3505966)"
7213,"""A Place in the Sun""",1998,"Del Mar, California, USA","(32.9594891, -117.2653146)"
7214,"""A Place in the Sun""",1998,"Malibu, California, USA","(34.035591, -118.689423)"
7215,"""A Place in the Sun""",1998,"Miami Beach, Florida, USA","(25.7929198, -80.1353006)"
7216,"""A Place in the Sun""",1998,"Muskoka, Ontario, Canada","(45.150666599999994, -79.34406782135439)"
7217,"""A Place in the Sun""",1998,"Nassau, New Providence Island, Bahamas","(25.0302511, -77.39603414176767)"
7218,"""A Place in the Sun""",1998,"Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
7219,"""A Place in the Sun""",1998,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7220,"""A Place in the Sun""",1998,"Whistler, British Columbia, Canada","(50.1171903, -122.9543022)"
7221,"""A Place in the Sun""",2000,"Bacolet Beach, Tobago, Trinidad and Tobago","(11.173116749999998, -60.725277654011435)"
7222,"""A Place in the Sun""",2000,"Charlottesville, Virginia, USA","(38.029306, -78.4766781)"
7223,"""A Place in the Sun""",2000,"Cocoa Beach, Florida, USA","(28.3194741, -80.6102592)"
7224,"""A Place in the Sun""",2000,"Cocoa Village, Florida, USA","(28.3553183, -80.7260641)"
7225,"""A Place in the Sun""",2000,"Cocoa, Florida, USA","(28.3820058, -80.7796261877344)"
7226,"""A Place in the Sun""",2000,"Cricketers Arms Pub - 8445 International Drive, Orlando, Florida, USA","(28.5421109, -81.3790304)"
7227,"""A Place in the Sun""",2000,"Florida Space Coast, Florida, USA","(27.7567667, -81.4639835)"
7228,"""A Place in the Sun""",2000,France,"(46.603354, 1.8883335)"
7229,"""A Place in the Sun""",2000,"Kennedy Space Center, Titusville, Florida, USA","(28.54971525, -80.85276920000001)"
7230,"""A Place in the Sun""",2000,"Kissimmee, Florida, USA","(28.2918995, -81.4075838)"
7231,"""A Place in the Sun""",2000,"Lake Mary, Florida, USA","(28.756618000000003, -81.33888382214167)"
7232,"""A Place in the Sun""",2000,"London, England, UK","(51.5073219, -0.1276474)"
7233,"""A Place in the Sun""",2000,"Long Beach, California, USA","(33.7690164, -118.191604)"
7234,"""A Place in the Sun""",2000,"Oklahoma, USA","(34.9550817, -97.2684063)"
7235,"""A Place in the Sun""",2000,"Orlando, Florida, USA","(28.5421109, -81.3790304)"
7236,"""A Place in the Sun""",2000,"San Fernando Valley, Los Angeles, California, USA","(34.2148853, -118.4998204)"
7237,"""A Place in the Sun""",2000,"Tobago, Trinidad and Tobago","(11.24046155, -60.67200597857749)"
7238,"""A Place in the Sun""",2000,"Trinidad, Trinidad and Tobago","(10.443024300000001, -61.26130538878063)"
7239,"""A Place in the Sun""",2011,"Fiji Islands, Fiji","(-16.813364800000002, 179.28686820547833)"
7240,"""A Place in the Sun""",2011,"Mendoza, Argentina","(-34.787093049999996, -68.43818677312292)"
7241,"""A Place in the Sun""",2011,"Sicily, Italy","(37.587794, 14.155048)"
7242,"""A Place in the Sun""",2011,"Ambergris Caye, Belize","(17.90265725, -87.98179870404411)"
7243,"""A Place in the Sun""",2011,"Nelson, New Zealand","(-41.2710849, 173.2836756)"
7244,"""A Place in the Sun""",2011,"Riviera Maya, Mexico","(20.621933, -87.0757075)"
7245,"""A Place in the Sun""",2011,"Dubrovnik, Croatia","(42.64873625, 18.094680152605108)"
7246,"""A Place in the Sun""",2011,"Crete, Greece","(35.308495199999996, 24.46334231842296)"
7247,"""A Place in the Sun""",2011,Belize,"(16.8259793, -88.7600927)"
7248,"""A Place in the Sun""",2011,"Okanagan, British Columbia, Canada","(50.4164846, -118.7147708)"
7249,"""A Place of Our Own: Los Nios en Su Casa""",2005,"Los Angeles, California, USA","(34.0536909, -118.242766)"
7250,"""A Place to Call Home""",2013,"Sydney, New South Wales, Australia","(-33.8548157, 151.2164539)"
7251,"""A Place to Call Home""",2013,"ATN-7 Studios - 8 Central Avenue, Eveleigh, Sydney, New South Wales, Australia","(-33.895, 151.1913889)"
7252,"""A Place to Call Home""",2013,"Camden, New South Wales, Australia","(-34.016087, 150.71988490858)"
7253,"""A Poor Gentleman""",1965,"BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(51.5101068, -0.2237557)"
7254,"""A Porta""",1989,"Lisbon, Portugal","(38.7077507, -9.1365919)"
7255,"""A Portrait of Robert Runcie""",1980,"England, UK","(52.5310214, -1.2649062)"
7256,"""A Praa  Nossa""",1987,"So Paulo, So Paulo, Brazil","(-23.2512779, -47.2690764)"
7257,"""A Priest, a Monk and a Rabbi""",2009,"Calgary, Alberta, Canada","(51.0460954, -114.065465)"
7258,"""A Priest, a Monk and a Rabbi""",2009,"Edmonton, Alberta, Canada","(53.535411, -113.507996)"
7259,"""A Problem Shared""",2012,"Berlin, Germany","(52.5170365, 13.3888599)"
7260,"""A Quiet Word with...""",2010,"Melbourne, Victoria, Australia","(-37.8142176, 144.9631608)"
7261,"""A Quinta do Dois""",1986,"Lisbon, Portugal","(38.7077507, -9.1365919)"
7262,"""A Quinta""",2015,"Venda do Pinheiro, Portugal","(38.9234466, -9.2318583)"
7263,"""A Raia dos Medos""",2000,"Campo Maior, Portugal","(39.0125063, -7.0692822)"
7264,"""A Redheads Life""",2015,"Los Angeles, California, USA","(34.0536909, -118.242766)"
7265,"""A Respectable Trade""",1998,"North Parade, Bath, Somerset, England, UK","(51.3808184, -2.3569443)"
7266,"""A Respectable Trade""",1998,"The Circus, Bath, Somerset, England, UK","(51.38623835, -2.3650584347196446)"
7267,"""A Respectable Trade""",1998,"Bath, Somerset, England, UK","(51.3813864, -2.3596963)"
7268,"""A Respectable Trade""",1998,"Charlestown, Cornwall, England, UK","(50.3329873, -4.7577601)"
7269,"""A Respectable Trade""",1998,"Corsham Court, Wiltshire, England, UK","(51.435028200000005, -2.1825371381642285)"
7270,"""A Royal Birthday""",2006,Bermuda,"(32.3018217, -64.7603583)"
7271,"""A Royal Birthday""",2006,"Curaao, Netherlands","(52.2288689, 5.3214503)"
7272,"""A Royal Birthday""",2006,"St. Maarten, Netherlands","(18.0423736, -63.0549948)"
7273,"""A Royal Birthday""",2006,"St. Thomas, U.S. Virgin Islands","(18.34290815, -64.91889970060265)"
7274,"""A Rumor of War""",1980,"MCAS El Toro, El Toro, California, USA","(37.1205328, -121.6733214)"
7275,"""A Rumor of War""",1980,"Marine Corps Base Camp Pendleton, California, USA","(33.35453425, -117.42417276260397)"
7276,"""A Rumor of War""",1980,"Churubusco Studios, Mexico City, Distrito Federal, Mexico","(19.35551985, -99.14179399943583)"
7277,"""A Rumor of War""",1980,"Puerto Vallarta, Jalisco, Mexico","(20.6407176, -105.220306)"
7278,"""A Rumor of War""",1980,"Villahermosa, Tabasco, Mexico","(18.0018152, -92.9330401483751)"
7279,"""A Sagrada Famlia""",2011,"Palcio de Rio Frio, Pinhal Novo, Setbal, Portugal","(40.0332629, -7.8896263)"
7280,"""A Sagrada Famlia""",2011,"Lisbon, Portugal","(38.7077507, -9.1365919)"
7281,"""A Scattering of Seeds""",1998,"Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
7282,"""A Scottish Play""",2018,"Dallas, Texas, USA","(32.7762719, -96.7968559)"
7283,"""A Scottish Play""",2018,"Sante Fe, New Mexico, USA","(35.6590515, -105.9907797)"
7284,"""A Season with Irish Referees""",2014,Ireland,"(52.865196, -7.9794599)"
7285,"""A Season with Irish Referees""",2014,"South Wales, Wales, UK","(51.64448175, -3.326878750000005)"
7286,"""A Seat Apart: Reel Reviews""",2009,"Massachusetts, USA","(42.3788774, -72.032366)"
7287,"""A Seat Apart: Reel Reviews""",2009,"Los Angeles, California, USA","(34.0536909, -118.242766)"
7288,"""A Senhora das guas""",2001,"Viseu, Viseu, Portugal","(40.6574713, -7.9138664)"
7289,"""A Series of Unfortunate Events""",2017,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7290,"""A Series of Unfortunate Events""",2017,"Vancouver , British Columbia, Canada","(49.2608724, -123.113952)"
7291,"""A Series of Unfortunate Events""",2017,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7292,"""A Series of Unfortunate Events""",2017,"Vancouver , British Columbia, Canada","(49.2608724, -123.113952)"
7293,"""A Series of Unfortunate Events""",2017,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7294,"""A Series of Unfortunate Events""",2017,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7295,"""A Series of Unfortunate Events""",2017,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7296,"""A Series of Unfortunate Events""",2017,"Vancouver , British Columbia, Canada","(49.2608724, -123.113952)"
7297,"""A Series of Unfortunate Events""",2017,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7298,"""A Series of Unfortunate Events""",2017,"Vancouver , British Columbia, Canada","(49.2608724, -123.113952)"
7299,"""A Series of Unfortunate Events""",2017,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7300,"""A Series of Unfortunate Events""",2017,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7301,"""A Series of Unfortunate Events""",2017,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
7302,"""A Series of Unfortunate People""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
7303,"""A Song for London""",2006,"London, England, UK","(51.5073219, -0.1276474)"
7304,"""A Southern Gentleman Reads Amazon Reviews""",2015,"West College Corner, Indiana, USA","(39.5675514, -84.8160671)"
7305,"""A Spooky Ghost: Preparing for Exam""",2017,"England, UK","(52.5310214, -1.2649062)"
7306,"""A Stand Up Mother""",2011,"Meadville, Pennsylvania, USA","(41.641445, -80.151449)"
7307,"""A Stranger in My Home""",2013,"MONTRAL, Qubec, Canada","(61.0666922, -107.991707)"
7308,"""A Study in Red Trilogy""",2017,"London, England, UK","(51.5073219, -0.1276474)"
7309,"""A Stb a Balatonon""",2010,"Balatonfred, Hungary","(47.1817585, 19.5060937)"
7310,"""A Stb a Balatonon""",2010,"Sifok, Hungary","(47.1817585, 19.5060937)"
7311,"""A Stb a Balatonon""",2010,"Budapest, Hungary","(47.4979937, 19.0403594)"
7312,"""A TV Atravs dos Tempos""",1964,"Lisbon, Portugal","(38.7077507, -9.1365919)"
7313,"""A Tale of Two Cities""",1980,"Jersey, Channel Islands","(39.56184835, -74.27680371316437)"
7314,"""A Tale of Two Rivers""",1966,"River Thames, London, England, UK","(51.4852382, -0.2809991)"
7315,"""A Tale of Two Rivers""",1966,"Neuilly, Seine, France","(48.884683, 2.2695658)"
7316,"""A Tale of Two Rivers""",1966,"Tour Eiffel, Champ de Mars, Paris 7, Paris, France","(48.8560641, 2.2895222)"
7317,"""A Tale of Two Sisters""",2017,"Washington, District of Columbia, USA","(38.8950368, -77.0365427)"
7318,"""A Tale of Two Sisters""",2017,"Vermont, USA","(44.5990718, -72.5002608)"
7319,"""A Taste for Death""",1988,"St Mary Magdalene Church, Rowington Close, Paddington, London, England, UK","(51.5222472, -0.1888581)"
7320,"""A Taste of Honey TV""",2010,"Richmond, Virginia, USA","(37.5385087, -77.43428)"
7321,"""A Taste of Honey TV""",2010,"Santa Monica Boulevard, Hollywood, Los Angeles, California, USA","(34.0907655, -118.3130747)"
7322,"""A Taste of Honey TV""",2010,"Charlottesville, Virginia, USA","(38.029306, -78.4766781)"
7323,"""A Taste of Honey TV""",2010,"Dover, Delaware, USA","(39.158168, -75.5243682)"
7324,"""A Taste of Honey TV""",2010,"Colorado Springs, Colorado, USA","(38.8339578, -104.825348)"
7325,"""A Taste of Life""",1997,"New Orleans, Louisiana, USA","(29.9759983, -90.0782127)"
7326,"""A Taste of Life""",1997,Singapore,"(1.357107, 103.8194992)"
7327,"""A Taste of Life""",1997,"Washington, District of Columbia, USA","(38.8950368, -77.0365427)"
7328,"""A Taste of Life""",1997,"Atlanta, Georgia, USA","(33.7489924, -84.3902644)"
7329,"""A Taste of Life""",1997,"Chicago, Illinois, USA","(41.8755616, -87.6244212)"
7330,"""A Taste of Life""",1997,"Bali, Indonesia","(-8.3304977, 115.0906401)"
7331,"""A Taste of Life""",1997,"Atlantic City, New Jersey, USA","(39.3642852, -74.4229351)"
7332,"""A Taste of Life""",1997,"Charleston, South Carolina, USA","(32.7876012, -79.9402728)"
7333,"""A Taste of Life""",1997,"New York City, New York, USA","(40.7127281, -74.0060152)"
7334,"""A Taste of Life""",1997,"Qubec, Qubec, Canada","(61.0666922, -107.991707)"
7335,"""A Taste of Louisiana with Chef John Folse & Co.""",1990,"Ardoyne Plantation - Highway 311, Schreiver, Louisiana, USA","(30.223485, -92.666386)"
7336,"""A Taste of Louisiana with Chef John Folse & Co.""",1990,"Ashland-Belle Helene Plantation - State Highway 75, Geismer, Louisiana, USA","(30.8703881, -92.007126)"
7337,"""A Taste of Louisiana with Chef John Folse & Co.""",1990,"Lake Charles, Louisiana, USA","(30.2265949, -93.2173759)"
7338,"""A Taste of Louisiana with Chef John Folse & Co.""",1990,"St. Martinville, Louisiana, USA","(30.1252011, -91.8334498)"
7339,"""A Taste of Louisiana with Chef John Folse & Co.""",1990,"Blythewood - 400 Daniel Street, Amite, Louisiana, USA","(30.7313599, -90.5088419)"
7340,"""A Taste of Louisiana with Chef John Folse & Co.""",1990,"Boscobel Cottage - Cordell Lane, Bosco, Louisiana, USA","(32.2901506, -92.0890239)"
7341,"""A Taste of Louisiana with Chef John Folse & Co.""",1990,"Caspiana House - Louisiana State University Shreveport, Shreveport, Louisiana, USA","(32.5221828, -93.7651944)"
7342,"""A Taste of Louisiana with Chef John Folse & Co.""",1990,"Catalpa Plantation - 9506 U.S. Highway 61, St. Francisville, Louisiana, USA","(30.7807244, -91.3763353)"
7343,"""A Taste of Louisiana with Chef John Folse & Co.""",1990,"Des Allemands, Louisiana, USA","(29.8238196, -90.4750838)"
